Date,High,Low,High_5,Low_5,High_25,Low_25,High_75,Low_75
2022-01-03,115.3725,114.9475,,,,,,
2022-01-04,116.3545,115.2925,,,,,,
2022-01-05,116.2435,115.6215,,,,,,
2022-01-06,116.1865,115.6245,,,,,,
2022-01-07,116.0485,115.523,116.0411,115.4018,,,,
2022-01-10,115.852,115.042,116.137,115.4207,,,,
2022-01-11,115.6825,115.1245,116.0026,115.3871,,,,
2022-01-12,115.4805,114.38,115.85,115.1388,,,,
2022-01-13,114.705,114.0005,115.5537,114.814,,,,
2022-01-14,114.2675,113.4815,115.1975,114.4057,,,,
2022-01-17,114.6515,114.17,114.9574,114.2313,,,,
2022-01-18,115.0605,114.45,114.833,114.0964,,,,
2022-01-19,114.7895,114.206,114.6948,114.0616,,,,
2022-01-20,114.548,113.9635,114.6634,114.0542,,,,
2022-01-21,114.2335,113.604,114.6566,114.0787,,,,
2022-01-24,113.9995,113.4685,114.5262,113.9384,,,,
2022-01-25,114.157,113.67,114.3455,113.7824,,,,
2022-01-26,114.6945,113.778,114.3265,113.6968,,,,
2022-01-27,115.4905,114.475,114.515,113.7991,,,,
2022-01-28,115.6865,115.123,114.8056,114.1029,,,,
2022-01-31,115.5925,114.924,115.1242,114.394,,,,
2022-02-01,115.1945,114.566,115.3317,114.5732,,,,
2022-02-02,114.8035,114.158,115.3535,114.6492,,,,
2022-02-03,114.975,114.328,115.2504,114.6198,,,,
2022-02-04,115.4315,114.7745,115.1994,114.5501,115.18,114.5078,,
2022-02-07,115.3785,114.9145,115.1566,114.5482,115.1803,114.5065,,
2022-02-08,115.628,115.055,115.2433,114.646,115.1512,114.497,,
2022-02-09,115.688,115.3225,115.4202,114.8789,115.129,114.4851,,
2022-02-10,116.3395,115.483,115.6931,115.1099,115.1351,114.4794,,
2022-02-11,116.176,115.0125,115.842,115.1575,115.1402,114.459,,
2022-02-14,115.748,115.011,115.9159,115.1768,115.1361,114.4577,,
2022-02-15,115.8765,115.2575,115.9656,115.2173,115.1438,114.4631,,
2022-02-16,115.7915,115.356,115.9863,115.224,115.1563,114.5021,,
2022-02-17,115.5385,114.8455,115.8261,115.0965,115.1896,114.5359,,
2022-02-18,115.299,114.7865,115.6507,115.0513,115.2309,114.5881,,
2022-02-21,115.126,114.7475,115.5263,114.9986,115.2498,114.6112,,
2022-02-22,115.2435,114.5005,115.3997,114.8472,115.2572,114.6132,,
2022-02-23,115.2005,114.9265,115.2815,114.7613,115.2736,114.642,,
2022-02-24,115.696,114.4085,115.313,114.6739,115.3195,114.6598,,
2022-02-25,115.7615,115.1485,115.4055,114.7463,115.3806,114.7216,,
2022-02-28,115.8975,114.8615,115.5598,114.7691,115.4566,114.7773,,
2022-03-01,115.2915,114.699,115.5694,114.8088,115.5019,114.8185,,
2022-03-02,115.688,114.7925,115.6669,114.782,115.5417,114.8591,,
2022-03-03,115.808,115.3845,115.6893,114.9772,115.5544,114.8955,,
2022-03-04,115.5585,114.6505,115.6487,114.8776,115.5493,114.8766,,
2022-03-07,115.473,114.8235,115.5638,114.87,115.5445,114.8725,,
2022-03-08,115.7915,115.2405,115.6638,114.9783,115.5684,114.8995,,
2022-03-09,115.9435,115.5565,115.7149,115.1311,115.614,114.9555,,
2022-03-10,116.1965,115.803,115.7926,115.2148,115.6628,115.0145,,
2022-03-11,117.3575,116.108,116.1524,115.5063,115.7399,115.0678,,
2022-03-14,118.2195,117.2975,116.7017,116.0011,115.8535,115.1631,,
2022-03-15,118.4505,117.6975,117.2335,116.4925,115.9664,115.2688,,
2022-03-16,119.1245,118.1755,117.8697,117.0163,116.1039,115.3829,,
2022-03-17,119.027,118.3685,118.4358,117.5294,116.2114,115.4984,,
2022-03-18,119.3995,118.4715,118.8442,118.0021,116.3403,115.6367,,
2022-03-21,119.4995,119.0975,119.1002,118.3621,116.4904,115.8002,,
2022-03-22,121.033,119.4375,119.6167,118.7101,116.6966,115.9674,,
2022-03-23,121.4195,120.5935,120.0757,119.1937,116.9217,116.1769,,
2022-03-24,122.411,120.954,120.7525,119.7108,117.1966,116.4212,,
2022-03-25,122.4365,121.1805,121.3599,120.2526,117.4821,116.677,,
2022-03-28,125.1065,122.0125,122.4813,120.8356,117.8814,116.9676,,
2022-03-29,124.307,121.9785,123.1361,121.3438,118.2439,117.2667,,
2022-03-30,123.207,121.313,123.4936,121.4877,118.5642,117.5222,,
2022-03-31,122.457,121.2815,123.5028,121.5532,118.8346,117.7971,,
2022-04-01,123.0385,121.681,123.6232,121.6533,119.1257,118.0584,,
2022-04-04,122.9595,122.266,123.1938,121.704,119.4082,118.3546,,
2022-04-05,123.672,122.373,123.0668,121.7829,119.7434,118.6615,,
2022-04-06,124.053,123.456,123.236,122.2115,120.078,119.0081,,
2022-04-07,124.003,123.4705,123.5452,122.6493,120.4058,119.3315,,
2022-04-08,124.6785,123.6675,123.8732,123.0466,120.7706,119.6922,,
2022-04-11,125.7725,124.1275,124.4358,123.4189,121.1826,120.0643,,
2022-04-12,125.759,124.764,124.8532,123.8971,121.5813,120.4453,,
2022-04-13,126.319,125.349,125.3064,124.2757,121.9963,120.837,,
2022-04-14,126.017,125.0835,125.7092,124.5983,122.3891,121.2082,,
2022-04-15,126.6845,125.8805,126.1104,125.0409,122.7622,121.5991,117.894,117.0582
2022-04-18,126.9995,126.24,126.3558,125.4634,123.1134,121.9568,118.0491,117.2088
2022-04-19,128.976,126.987,126.9992,125.908,123.5344,122.3284,118.2173,117.3647
2022-04-20,129.4085,127.459,127.6171,126.33,123.9458,122.6997,118.3929,117.5226
2022-04-21,128.7075,127.8035,128.1552,126.874,124.333,123.0771,118.5598,117.685
2022-04-22,129.112,127.7375,128.6407,127.2454,124.7215,123.4478,118.734,117.8478
2022-04-25,128.8705,127.523,129.0149,127.502,125.0963,123.7848,118.9076,118.0142
2022-04-26,128.228,127.0245,128.8653,127.5095,125.3841,124.0883,119.0749,118.1729
2022-04-27,128.593,126.95,128.7022,127.4077,125.6711,124.3425,119.2497,118.3405
2022-04-28,131.2565,128.3405,129.212,127.5151,126.0249,124.638,119.4704,118.5317
2022-04-29,130.954,129.316,129.5804,127.8308,126.3656,124.9634,119.6929,118.7428
2022-05-02,130.4805,129.613,129.9024,128.2488,126.5805,125.2674,119.9039,118.9487
2022-05-03,130.293,129.6985,130.3154,128.7836,126.82,125.5762,120.107,119.152
2022-05-04,130.387,128.622,130.6742,129.118,127.1072,125.8686,120.315,119.3443
2022-05-05,130.5595,128.7545,130.5348,129.2008,127.4313,126.1675,120.5285,119.5415
2022-05-06,130.809,130.095,130.5058,129.3566,127.7421,126.5041,120.7495,119.7614
2022-05-09,131.348,130.1145,130.6793,129.4569,128.0776,126.818,120.9808,119.9833
2022-05-10,130.5785,129.7955,130.7364,129.4763,128.3539,127.1149,121.1997,120.1983
2022-05-11,130.8135,129.444,130.8217,129.6407,128.6243,127.3544,121.4147,120.4072
2022-05-12,130.057,127.5195,130.7212,129.3937,128.8665,127.5164,121.6089,120.5811
2022-05-13,129.455,128.348,130.4504,129.0443,129.0575,127.7036,121.7925,120.7574
2022-05-16,129.641,128.7005,130.109,128.7615,129.2123,127.8865,121.9798,120.9411
2022-05-17,129.7835,128.83,129.95,128.5684,129.3733,128.0492,122.1743,121.1313
2022-05-18,129.5385,128.0095,129.695,128.2815,129.502,128.1556,122.3708,121.316
2022-05-19,128.947,127.0255,129.473,128.1827,129.6192,128.2333,122.5571,121.4853
2022-05-20,128.2985,127.53,129.2417,128.0191,129.6838,128.2992,122.7286,121.6554
2022-05-23,128.059,127.1525,128.9253,127.7095,129.7262,128.3357,122.8977,121.8186
2022-05-24,128.0885,126.3605,128.5863,127.2156,129.6907,128.3107,123.0638,121.9693
2022-05-25,127.497,126.655,128.178,126.9447,129.6142,128.2785,123.2213,122.1204
2022-05-26,127.584,126.5525,127.9054,126.8501,129.5693,128.2285,123.3712,122.268
2022-05-27,127.2595,126.678,127.6976,126.6797,129.4952,128.1861,123.519,122.4235
2022-05-30,127.828,126.8595,127.6514,126.6211,129.4535,128.1596,123.6801,122.5815
2022-05-31,128.892,127.5295,127.8121,126.8549,129.48,128.1798,123.8536,122.7451
2022-06-01,130.1895,128.6475,128.3506,127.2534,129.5439,128.2477,124.0456,122.9224
2022-06-02,130.2415,129.511,128.8821,127.8451,129.5033,128.2945,124.2416,123.1179
2022-06-03,130.9825,129.685,129.6267,128.4465,129.5044,128.3092,124.4507,123.3165
2022-06-06,132.013,130.433,130.4637,129.1612,129.5657,128.342,124.6759,123.5257
2022-06-07,132.999,131.8735,131.2851,130.03,129.674,128.429,124.9126,123.7573
2022-06-08,134.4765,132.597,132.1425,130.8199,129.8376,128.588,125.1696,123.9929
2022-06-09,134.5595,133.1855,133.0061,131.5548,129.9976,128.7653,125.4211,124.2433
2022-06-10,134.4845,133.364,133.7065,132.2906,130.1446,128.896,125.6708,124.4862
2022-06-13,135.1995,133.5935,134.3438,132.9227,130.2986,129.0352,125.9281,124.7359
2022-06-14,135.4785,133.873,134.8397,133.3226,130.4946,129.1983,126.1973,124.9916
2022-06-15,135.5925,133.5075,135.0629,133.5047,130.6858,129.3608,126.4627,125.2411
2022-06-16,134.68,131.4935,135.087,133.1663,130.8707,129.5198,126.7143,125.4559
2022-06-17,135.4265,132.17,135.2754,132.9275,131.1096,129.6727,126.9792,125.6895
2022-06-20,135.445,134.5325,135.3245,133.1153,131.3417,129.906,127.2455,125.9523
2022-06-21,136.71,134.922,135.5708,133.3251,131.6188,130.1496,127.5244,126.2147
2022-06-22,136.7145,135.6825,135.7952,133.7601,131.9058,130.4566,127.8014,126.483
2022-06-23,136.2275,134.266,136.1047,134.3146,132.1971,130.7462,128.0685,126.7292
2022-06-24,135.3995,134.3515,136.0993,134.7509,132.4811,131.019,128.309,126.9725
2022-06-27,135.552,134.522,136.1207,134.7488,132.7808,131.3138,128.5401,127.2021
2022-06-28,136.385,135.111,136.0557,134.7866,133.1127,131.6638,128.7793,127.4343
2022-06-29,137.0045,135.773,136.1137,134.8047,133.493,132.0286,129.0177,127.6689
2022-06-30,136.812,135.551,136.2306,135.0617,133.8621,132.3885,129.2548,127.898
2022-07-01,135.988,134.7435,136.3483,135.1401,134.2112,132.7111,129.476,128.115
2022-07-04,135.7745,134.7835,136.3928,135.1924,134.5291,133.0281,129.693,128.3241
2022-07-05,136.3645,135.515,136.3887,135.2732,134.828,133.3475,129.8974,128.5385
2022-07-06,136.0085,134.9485,136.1895,135.1083,135.0608,133.5995,130.0919,128.7299
2022-07-07,136.224,135.5485,136.0719,135.1078,135.3001,133.841,130.2761,128.9245
2022-07-08,136.567,135.3285,136.1877,135.2248,135.5234,134.0668,130.4645,129.1131
2022-07-11,137.7535,136.0365,136.5835,135.4754,135.7531,134.2909,130.6331,129.3001
2022-07-12,137.535,136.475,136.8176,135.6674,135.9345,134.475,130.8095,129.4934
2022-07-13,137.8685,136.693,137.1896,136.0163,136.0702,134.6388,131.005,129.6985
2022-07-14,139.392,137.3335,137.8232,136.3733,136.2635,134.8047,131.2308,129.9125
2022-07-15,139.1305,138.385,138.3359,136.9846,136.4493,135.0056,131.4453,130.1352
2022-07-18,138.5755,137.89,138.5003,137.3553,136.5844,135.1774,131.6535,130.3435
2022-07-19,138.3925,137.3815,138.6718,137.5366,136.7009,135.3178,131.8498,130.5437
2022-07-20,138.378,137.904,138.7737,137.7788,136.8123,135.4936,132.0408,130.7363
2022-07-21,138.8785,137.3,138.671,137.7721,136.9803,135.7259,132.2392,130.9207
2022-07-22,137.9565,135.5665,138.4362,137.2084,137.0815,135.8618,132.4162,131.0793
2022-07-25,136.7895,135.8915,138.079,136.8087,137.1353,135.9161,132.5631,131.2362
2022-07-26,136.973,136.2745,137.7951,136.5873,137.1458,135.9702,132.7126,131.3897
2022-07-27,137.4665,136.324,137.6128,136.2713,137.1759,135.9959,132.8612,131.536
2022-07-28,136.6055,134.201,137.1582,135.6515,137.191,135.9933,133.0024,131.6576
2022-07-29,134.677,132.5045,136.5023,135.0391,137.1621,135.9194,133.109,131.7459
2022-08-01,133.5615,131.602,135.8567,134.1812,137.0825,135.8026,133.1965,131.8174
2022-08-02,133.181,130.394,135.0983,133.0051,136.9543,135.6139,133.2526,131.8628
2022-08-03,134.552,132.2865,134.5154,132.1976,136.8562,135.4745,133.3211,131.9272
2022-08-04,134.4245,132.764,134.0792,131.9102,136.7607,135.363,133.3974,131.9933
2022-08-05,135.505,132.5205,134.2448,131.9134,136.7414,135.2741,133.4826,132.0571
2022-08-08,135.586,134.351,134.6497,132.4632,136.7338,135.2568,133.5721,132.1481
2022-08-09,135.2035,134.668,135.0542,133.318,136.6874,135.2229,133.6651,132.25
2022-08-10,135.305,132.029,135.2048,133.2665,136.6593,135.1061,133.7546,132.3178
